part_number,manufacturer,condition,price,lead_time,vendor,location,quantity,
ACS550-01-290A-4,ABB,REFURBISHED,10761.45,7-10 Days,Dreamland,Europe,5
ACS580-01-033A-4+B056,ABB,NEW SURPLUS,1799.28,7-10 Days,Dreamland,Europe,5
ACS580-01-033A-4+B056,ABB,NEW IN SEALED PACKAGING,1923.26,7-10 Days,Dreamland,Europe,5
ACS580-01-072A-4,ABB,REFURBISHED,2625,7-10 Days,Dreamland,Europe,5
ACS580-01-106A-4,ABB,REFURBISHED,3055.5,7-10 Days,Dreamland,Europe,5
ACS60100053,ABB,REFURBISHED,661.5,7-10 Days,Dreamland,Europe,5
ACS60100053S00C1200001,ABB,REFURBISHED,1363.95,7-10 Days,Dreamland,Europe,5
ACS60100063000C1200001,ABB,REFURBISHED,661.5,7-10 Days,Dreamland,Europe,5
ACS60100253000C1500001,ABB,REFURBISHED,1295.7,7-10 Days,Dreamland,Europe,5
ACS60100403000C1500001,ABB,REFURBISHED,2413.95,7-10 Days,Dreamland,Europe,5
ACS601-0040-5,ABB,REFURBISHED,1819.65,7-10 Days,Dreamland,Europe,5
ACS601-0050-5-000C1200900,ABB,REFURBISHED,2205,7-10 Days,Dreamland,Europe,5
ACS601-0060-5-S00C1200901,ABB,REFURBISHED,3307.5,7-10 Days,Dreamland,Europe,5
ACS61100305,ABB,REFURBISHED,661.5,7-10 Days,Dreamland,Europe,5
ACS800-01-0003-3,ABB,REFURBISHED,800.1,7-10 Days,Dreamland,Europe,5
ACS800-01-0004-3,ABB,REFURBISHED,841.05,7-10 Days,Dreamland,Europe,5
ACS800-01-0006-5,ABB,REFURBISHED,1242.15,7-10 Days,Dreamland,Europe,5
ACS800-01-0009-5,ABB,REFURBISHED,1258.95,7-10 Days,Dreamland,Europe,5
ACS800-01-0016-3,ABB,REFURBISHED,1520.4,7-10 Days,Dreamland,Europe,5
ACS800-01-0016-5,ABB,REFURBISHED,1585.5,7-10 Days,Dreamland,Europe,5
ACS800-01-0020-3,ABB,REFURBISHED,1715.7,7-10 Days,Dreamland,Europe,5
ACS800-01-0040-3,ABB,REFURBISHED,2649.15,7-10 Days,Dreamland,Europe,5
ACS800-01-0050-3,ABB,REFURBISHED,3162.6,7-10 Days,Dreamland,Europe,5
ACS800-01-0075-3,ABB,REFURBISHED,3995.25,7-10 Days,Dreamland,Europe,5
ACS880-01-169A-3+D150+N5050+N8015,ABB,NEW IN SEALED PACKAGING,6659.26,7-10 Days,Dreamland,Europe,5
