part_number,manufacturer,condition,price,lead_time,vendor,location,quantity 
1492-SPM1C020,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C030,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C040,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C050,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C060,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C080,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C100-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C150,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C160,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1C300,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1D020,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1D030,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1D040,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1D050,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1D060,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1D100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1D150,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM1D200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2B200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C005,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C010,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C020,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C050,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C150,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C250,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C300,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C400,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2C630,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2D030,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2D060,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2D150,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM2D200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3B100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3B150,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3B200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3B300,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3B400,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C020,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C020-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C030,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C050,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C080,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C150,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C250,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C300,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3C500,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3D060,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3D100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3D150,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3D200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3D250,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3D320,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-SPM3D400,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-TAIFM16-F-3,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-W10,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-W3,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-W4,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-W4 100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-W6,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-WFB4,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-WFB424,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-WFB4250,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-WG10S,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-WG4,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-WG6,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-WTF3,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-XIM20120-16RF,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-XIM2024-16RF,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-XIM24-16RF,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492-XIM4024-16R,Allen Bradley,new,1,,Stanlo Automation,USA,1
14920CABXXXE69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492100X,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACAB010ED69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACAB025AB69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACAB025ED69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE010TB,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE010UB,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE010UD,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE025TC,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE025UB,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE025VB,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE050F,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE050G,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE050UB,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ACABLE050WB,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB005E69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB010A69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB010E69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB010L69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB025,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB025A69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB025C69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB025D69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB025F69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB025H69,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB025RTN18,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CAB025X62,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE005A,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE005D,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE005H,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE010D,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE010N3,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE010W,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE010X,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE010Y,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE025TBNH,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE025X,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE025Z,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE050TBCH,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492CABLE050Z,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492DR6,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492ERL35,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492GM35,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492H4,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM20D242,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM20FF1202,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM20FF120A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM20FF2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM20FFS2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM20FFS242,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM40D24,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM40D24A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM40FF242,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM40FF24AD4,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM40FF24D2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM40FFS120A4,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492IFM40FFS2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492MS6X12,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492N49,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492RIFM20FF242,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492RIFM20FF24A2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492RIFM40F,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492RTB16N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492RTB20N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492SJ5B24,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492SJS,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492sp,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492SP3,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492SPM1B100N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1492W4BL,Allen Bradley,new,1,,Stanlo Automation,USA,1
1493-EB3 ,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494C-CM5,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494C-CM6,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494C-CM7,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494C-CMX5,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494C-DJ622-A4-B1-D-E-F,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-D100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-D200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-D400,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-D60,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-DX200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-FS60,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-L2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-M1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-M2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-P1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-P2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-S1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494F-S2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494G-BF3N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494G-BF3N-98,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494G-CF3J6,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494G-EC3H6,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494H-BF3N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494H-DF3N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N10,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N12,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N14,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N15,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N3,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N30,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494R-N60,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-AE,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-D100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-D30,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-D60,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-F100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-F30,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-F60,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-FC100J,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-FC30J,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-FC60J,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-HM1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-HP1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-HS1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-J100-CR-M-PC,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-J30-C3-M-PC,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-J60-C3-N-PC,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-J60-C4-N-NO-PC,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-LM31,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-PC1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494U-R1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494un30crs,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-DJ622-A,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-DR622,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-DR633,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-DS100,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-DS200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-DS30,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-DS400,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-DS600,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-FS200,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-FS400,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-FS600,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-FSR622,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-L1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-M71,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494V-RA4,Allen Bradley,new,1,,Stanlo Automation,USA,1
1494VDS60,Allen Bradley,new,1,,Stanlo Automation,USA,1
1495-F1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1495-K6,Allen Bradley,new,1,,Stanlo Automation,USA,1
1495-N67,Allen Bradley,new,1,,Stanlo Automation,USA,1
1495-N8,Allen Bradley,new,1,,Stanlo Automation,USA,1
1495G1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-A-BASX-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-A-BASX-1-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-A-M4-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-B-BASX-1-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-B-BASX-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-B-M4-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-C-BASX-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-C-BASX-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-C-HXDX-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-D-BASX-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-E-BASX-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-E-CXSX-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-F-BASX-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-G-BASX-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-H-BASX-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-M-BASX-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-M-M4-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-N16,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-N19,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-N2,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497-N2PK,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497A-A11-M6-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497B-A10-M14-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497B-A11-M14-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497B-A12-M14-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497B-A13-M14-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497B-A14-M12-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497B-A4-M14-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497B-A9-M14-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497B-A9-M14-3-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
1497D-A14-M10-0-N,Allen Bradley,new,1,,Stanlo Automation,USA,1
149R-N60,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-A135NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-a180nbd,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-A240-NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-A35NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-a54nb,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-A54NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-B135NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-B135NBDB,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-B180NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-B97NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-B97NBDB,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C108NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C135NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C16NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C16NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C16NCR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C19NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C201NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C201NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C201NCR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C25NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C25NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C25NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C30NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C30NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C30NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C317NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C317NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C361NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C37NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C37NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C37NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C3NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C3NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C43NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C43NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C60NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C60NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C60NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C85NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C85NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C85NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C85NCR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C9NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-C9NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-CA11,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F108NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F108NBDD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F108NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F108NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F135NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F135NBDD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F135NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F135NBRB,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F135NBRD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F135NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F201NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F201NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F251NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F251NBDB,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F251NBDD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F251NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F251NCDD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F25NCR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F317NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F317NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F317NBRB,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F361NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F361NBDB,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F361NBDD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F361NCR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F43NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F43NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F43NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F480NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F480NBDB,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F60NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F60NBDB,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F60NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F60NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F625NBE,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F780NBA,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F85FBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F85NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F85NBDD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F85NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-F970NBE,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-FPP135C,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-FPP361B,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-FPP480B,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-FPP480C,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-FPP625B,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-FPP85B,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-NFS,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-S108NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-S108NUD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-S135NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-S201NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-S251NUD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-S317NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-S361NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-SB1NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-SB3NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-SB4NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-SC2NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-SC3NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-SCMD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-SCMR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150-SD3NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
1502-A4C3D1,Allen Bradley,new,1,,Stanlo Automation,USA,1
1503VC-BMC5,Allen Bradley,new,1,,Stanlo Automation,USA,1
150C84P,Allen Bradley,new,1,,Stanlo Automation,USA,1
150C9NBR,Allen Bradley,new,1,,Stanlo Automation,USA,1
150CA10,Allen Bradley,new,1,,Stanlo Automation,USA,1
150CF147,Allen Bradley,new,1,,Stanlo Automation,USA,1
150D104NBD,Allen Bradley,new,1,,Stanlo Automation,USA,1
150F84,Allen Bradley,new,1,,Stanlo Automation,USA,1
150F84L,Allen Bradley,new,1,,Stanlo Automation,USA,1
150F86L,Allen Bradley,new,1,,Stanlo Automation,USA,1
150TC1,Allen Bradley,new,1,,Stanlo Automation,USA,1
150TC3,Allen Bradley,new,1,,Stanlo Automation,USA,1
154-A22NB,Allen Bradley,new,1,,Stanlo Automation,USA,1
154-TP1C25NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
154-TP2C12NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-B20AB1,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-B25CA2,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-B25CB2,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-B30AA1,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-B32CB3,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-C1P20NCB,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-C1P20NCD,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-C1P25NCB,Allen Bradley,new,1,,Stanlo Automation,USA,1
156-C3P20NAB,Allen Bradley,new,1,,Stanlo Automation,USA,1
